,formula_unedited,formula,space group,target
225,Li10GeP2S11.7O0.3,Li10GeP2S11.7O0.3,137.0,-1.9393021596463884
226,Li10(Si0.5Sn0.5)P2S12,Li10Si0.5Sn0.5P2S12,137.0,-2.3685562309868278
227,Li9P3S9O3,Li9P3S9O3,137.0,-4.369572124974976
231,Li10GePS12,Li10GePS12,137.0,-1.91721462968355
233,Li3.475Si0.475P0.525S4,Li3.475Si0.475P0.525S4,137.0,-2.2781893847874533
234,Li3.45Si0.45P0.55S4,Li3.45Si0.45P0.55S4,137.0,-2.171984935776023
235,Li3.425Si0.425P0.575S4,Li3.425Si0.425P0.575S4,137.0,-2.2479515521805613
237,Li3.335Sn0.33P0.67S4,Li3.335Sn0.33P0.67S4,137.0,-2.4282911681913126
238,Li3.3Sn0.3P0.7S4,Li3.3Sn0.3P0.7S4,137.0,-2.4377071355435254
239,Li3.285Sn0.28P0.72S4,Li3.285Sn0.28P0.72S4,137.0,-2.360513510731414
240,Li3.27Sn0.27P0.73S4,Li3.27Sn0.27P0.73S4,137.0,-2.3045183235098023
241,Li3.26Sn0.26P0.74S4,Li3.26Sn0.26P0.74S4,137.0,-2.343901797987168
242,Li3.25Sn0.25P0.75S4,Li3.25Sn0.25P0.75S4,137.0,-2.4436974992327127
243,Li10SiP2S12,Li10SiP2S12,137.0,-2.638272163982407
246,Li10(Ge0.776Sn0.224)P2S12,Li10Ge0.776Sn0.224P2S12,137.0,-1.85078088734462
248,Li10(Ge0.416Sn0.584)P2S12,Li10Ge0.416Sn0.584P2S12,137.0,-2.1290111862394245
252,Li10.2Si1.2P1.8S12,Li10.2Si1.2P1.8S12,137.0,-2.3809066693732572
253,Li10.275Si1.275P1.725S12,Li10.275Si1.275P1.725S12,137.0,-2.2510371387438384
255,Li10.425Si1.425P1.575S12,Li10.425Si1.425P1.575S12,137.0,-2.282329496997738
261,Li9.79Sn0.79P2.21S12,Li9.79Sn0.79P2.21S12,137.0,-2.341035157335565
263,Li9.87Sn0.87P2.13S12,Li9.87Sn0.87P2.13S12,137.0,-2.364516253185088
264,Li9.9Sn0.9P2.1S12,Li9.9Sn0.9P2.1S12,137.0,-2.4365189146055894
267,Li10.5(Sn0.2Si0.8)1.5P1.5S12,Li10.5Sn0.30000000000000004Si1.2000000000000002P1.5S12,137.0,-2.0560111249262283
272,Li9.8Ba0.1GeP2S12,Li9.8Ba0.1GeP2S12,137.0,-3.251037138743839
273,Li9.6Ba0.2GeP2S12,Li9.6Ba0.2GeP2S12,137.0,-3.2426039712069756
274,Li9.4Ba0.3GeP2S12,Li9.4Ba0.3GeP2S12,137.0,-3.1505805862031004
275,Li9.2Ba0.4GeP2S12,Li9.2Ba0.4GeP2S12,137.0,-3.500312917381596
276,Li9Ba0.5GeP2S12,Li9Ba0.5GeP2S12,137.0,-4.000869458712629
282,LiScO2,LiScO2,141.0,-12.0
283,LiAlO2,LiAlO2,141.0,-11.958607314841775
285,Li4SrN2,Li4SrN2,141.0,-12.638272163982407
288,Li7La3HfO12,Li7La3HfO12,142.0,-6.006563769502388
292,LiGaSiO4,LiGaSiO4,146.0,-15.522878745280337
297,Li1.2Ti1.8Al0.2(PO4)3,Li1.2Ti1.8Al0.2P3O12,148.0,-2.3169529617611504
298,LiNaSO4,LiNaSO4,159.0,-9.05551732784983
299,Li3.333Mg0.333P2S6,Li3.333Mg0.333P2S6,162.0,-7.086186147616283
300,Li2.667Mg0.667P2S6,Li2.667Mg0.667P2S6,162.0,-5.3979400086720375
303,Li3YCl6,Li3YCl6,164.0,-3.2684112348132612
304,Li3ErCl6,Li3ErCl6,164.0,-3.4814860601221125
305,Li4.4Al0.4Ge0.6S4,Li4.4Al0.4Ge0.6S4,164.0,-4.363512103646634
306,Li4.4Al0.4Sn0.6S4,Li4.4Al0.4Sn0.6S4,164.0,-5.443697499232713
307,Li5NCl2,Li5NCl2,166.0,-5.920818753952375
311,Li1.1Ti1.9Sc0.1(PO4)3,Li1.1Ti1.9Sc0.1P3O12,167.0,-3.4100503986742923
312,Li1.2Ti1.8Sc0.2(PO4)3,Li1.2Ti1.8Sc0.2P3O12,167.0,-2.600326278518962
313,Li1.3Ti1.7Sc0.3(PO4)3,Li1.3Ti1.7Sc0.3P3O12,167.0,-3.1018235165023236
314,Li1.4Ti1.6Sc0.4(PO4)3,Li1.4Ti1.6Sc0.4P3O12,167.0,-3.701146923590293
315,Li1.5Ti1.5Sc0.5(PO4)3,Li1.5Ti1.5Sc0.5P3O12,167.0,-4.011441043121384
324,Li1.2Ti2Si0.2P2.8O12,Li1.2Ti2Si0.2P2.8O12,167.0,-4.0655015487564325
325,Li1.3Ti2Si0.3P2.7O12,Li1.3Ti2Si0.3P2.7O12,167.0,-3.494850021680094
326,Li1.4Ti2Si0.4P2.6O12,Li1.4Ti2Si0.4P2.6O12,167.0,-3.8239087409443187
327,Li1.5Ti2Si0.5P2.5O12,Li1.5Ti2Si0.5P2.5O12,167.0,-4.017728766960432
330,Li1.5Al0.5Ti1.5(PO4)3,Li1.5Al0.5Ti1.5P3O12,167.0,-3.6055483191737836
331,Li1.2Cr0.2Ti1.8(PO4)3,Li1.2Cr0.2Ti1.8P3O12,167.0,-4.739928612014925
332,Li1.3Cr0.3Ti1.7(PO4)3,Li1.3Cr0.3Ti1.7P3O12,167.0,-4.454692883534176
333,Li1.4Cr0.4Ti1.6(PO4)3,Li1.4Cr0.4Ti1.6P3O12,167.0,-3.826813731587726
335,Li1.6Cr0.6Ti1.4(PO4)3,Li1.6Cr0.6Ti1.4P3O12,167.0,-3.899629454882437
336,Li1.7Cr0.7Ti1.3(PO4)3,Li1.7Cr0.7Ti1.3P3O12,167.0,-5.094204119632131
337,Li1.2Ga0.2Ti1.8(PO4)3,Li1.2Ga0.2Ti1.8P3O12,167.0,-3.7904849854573692
338,Li1.3Ga0.3Ti1.7(PO4)3,Li1.3Ga0.3Ti1.7P3O12,167.0,-3.583359492661719
339,Li1.4Ga0.4Ti1.6(PO4)3,Li1.4Ga0.4Ti1.6P3O12,167.0,-3.8927900303521317
340,Li1.5Ga0.5Ti1.5(PO4)3,Li1.5Ga0.5Ti1.5P3O12,167.0,-3.9136401693252516
341,Li1.2Fe0.2Ti1.8(PO4)3,Li1.2Fe0.2Ti1.8P3O12,167.0,-3.744727494896694
342,Li1.3Fe0.3Ti1.7(PO4)3,Li1.3Fe0.3Ti1.7P3O12,167.0,-3.6090648928966207
343,Li1.4Fe0.4Ti1.6(PO4)3,Li1.4Fe0.4Ti1.6P3O12,167.0,-3.406713932979543
349,Li1.3In0.3Ti1.7(PO4)3,Li1.3In0.3Ti1.7P3O12,167.0,-3.4056074496245734
350,Li1.4In0.4Ti1.6(PO4)3,Li1.4In0.4Ti1.6P3O12,167.0,-3.5199930570428495
351,Li1.5In0.5Ti1.5(PO4)3,Li1.5In0.5Ti1.5P3O12,167.0,-3.6903698325741012
352,Li1.2La0.2Ti1.8(PO4)3,Li1.2La0.2Ti1.8P3O12,167.0,-4.096910013008056
353,Li1.3La0.3Ti1.7(PO4)3,Li1.3La0.3Ti1.7P3O12,167.0,-3.281498311132726
354,Li1.4La0.4Ti1.6(PO4)3,Li1.4La0.4Ti1.6P3O12,167.0,-3.3027706572402824
355,Li1.5La0.5Ti1.5(PO4)3,Li1.5La0.5Ti1.5P3O12,167.0,-3.55129368009492
356,Li1.5Fe0.5Ti1.5(PO4)3,Li1.5Fe0.5Ti1.5P3O12,167.0,-3.7594507517174
357,Li0.87Hf2.032P3O12,Li0.87Hf2.032P3O12,167.0,-4.889410289700751
359,Li(Ti1.4Sn0.6)(PO4)3,LiTi1.4Sn0.6P3O12,167.0,-4.642065152999546
360,Li(Ti0.6Sn1.4)(PO4)3,LiTi0.6Sn1.4P3O12,167.0,-5.025949097207123
361,Li(Ti0.4Sn1.6)(PO4)3,LiTi0.4Sn1.6P3O12,167.0,-5.501689446210399
362,Li1.15Y0.15Zr1.85(PO4)3,Li1.15Y0.15Zr1.85P3O12,167.0,-3.853871964321762
365,Li1.3(Al0.23Ga0.07Ti1.7)(PO4)3,Li1.3Al0.23Ga0.07Ti1.7P3O12,167.0,-5.350665141287858
366,Li1.3(Al0.23Sc0.07Ti1.7)(PO4)3,Li1.3Al0.23Sc0.07Ti1.7P3O12,167.0,-6.7121982700697735
367,Li1.3(Al0.23Y0.07Ti1.7)(PO4)3,Li1.3Al0.23Y0.07Ti1.7P3O12,167.0,-7.4156687756324695
370,Li1.025Y0.025Zr1.975(PO4)3,Li1.025Y0.025Zr1.975P3O12,167.0,-3.8927900303521317
371,Li1.05Y0.05Zr1.95(PO4)3,Li1.05Y0.05Zr1.95P3O12,167.0,-3.886056647693163
372,Li1.1Y0.1Zr1.9(PO4)3,Li1.1Y0.1Zr1.9P3O12,167.0,-4.0
373,Li1.1Al0.1Ge1.9(PO4)3,Li1.1Al0.1Ge1.9P3O12,167.0,-4.889410289700751
382,Li0.86Hf2.035(PO4)3,Li0.86Hf2.035P3O12,167.0,-7.036212172654444
383,Li1.7Al0.3Ti1.6(PO4)3,Li1.7Al0.3Ti1.6P3O12,167.0,-4.301029995663981
385,Li1.3Al0.2Sc0.1Ti1.7(PO4)3,Li1.3Al0.2Sc0.1Ti1.7P3O12,167.0,-3.0123337350737254
386,Li1.3Al0.15Sc0.15Ti1.7(PO4)3,Li1.3Al0.15Sc0.15Ti1.7P3O12,167.0,-2.906578314837765
387,Li1.3Al0.1Sc0.2Ti1.7(PO4)3,Li1.3Al0.1Sc0.2Ti1.7P3O12,167.0,-3.3675427078152755
390,LiTi(PO4)3,LiTiP3O12,167.0,-4.221848749616356
391,Li1.05Al0.05Ti0.95(PO4)3,Li1.05Al0.05Ti0.95P3O12,167.0,-2.958607314841775
392,Li1.1Al0.1Ti0.9(PO4)3,Li1.1Al0.1Ti0.9P3O12,167.0,-3.1739251972991736
393,Li1.2Al0.2Ti0.8(PO4)3,Li1.2Al0.2Ti0.8P3O12,167.0,-2.3979400086720375
394,Li1.3Al0.3Ti0.7(PO4)3,Li1.3Al0.3Ti0.7P3O12,167.0,-2.207608310501746
395,Li1.4Al0.4Ti0.6(PO4)3,Li1.4Al0.4Ti0.6P3O12,167.0,-2.4814860601221125
396,Li1.05Cr0.05Ti0.95(PO4)3,Li1.05Cr0.05Ti0.95P3O12,167.0,-3.744727494896694
397,Li1.1Cr0.1Ti0.9(PO4)3,Li1.1Cr0.1Ti0.9P3O12,167.0,-3.5850266520291822
398,Li1.2Cr0.2Ti0.8(PO4)3,Li1.2Cr0.2Ti0.8P3O12,167.0,-3.3665315444204134
399,Li1.3Cr0.3Ti0.7(PO4)3,Li1.3Cr0.3Ti0.7P3O12,167.0,-3.537602002101044
400,Li1.05Fe0.05Ti0.95(PO4)3,Li1.05Fe0.05Ti0.95P3O12,167.0,-3.886056647693163
401,Li1.1Fe0.1Ti0.9(PO4)3,Li1.1Fe0.1Ti0.9P3O12,167.0,-3.2006594505464183
402,Li1.2Fe0.2Ti0.8(PO4)3,Li1.2Fe0.2Ti0.8P3O12,167.0,-2.853871964321762
403,Li1.3Fe0.3Ti0.7(PO4)3,Li1.3Fe0.3Ti0.7P3O12,167.0,-2.638272163982407
404,Li1.5Fe0.5Ti0.5(PO4)3,Li1.5Fe0.5Ti0.5P3O12,167.0,-3.5686362358410126
408,Li1.3Cr0.3Ge1.7(PO4)3,Li1.3Cr0.3Ge1.7P3O12,167.0,-4.052076380168273
409,Li1.5Cr0.5Ge1.5(PO4)3,Li1.5Cr0.5Ge1.5P3O12,167.0,-3.9172146296835497
410,Li1.7Cr0.7Ge1.3(PO4)3,Li1.7Cr0.7Ge1.3P3O12,167.0,-4.609064892896621
411,Li1.3Ga0.3Ge1.7(PO4)3,Li1.3Ga0.3Ge1.7P3O12,167.0,-4.349692476868063
412,Li1.5Ga0.5Ge1.5(PO4)3,Li1.5Ga0.5Ge1.5P3O12,167.0,-4.696803942579511
413,Li1.3Fe0.3Ge1.7(PO4)3,Li1.3Fe0.3Ge1.7P3O12,167.0,-4.52432881167557
414,Li1.5Fe0.5Ge1.5(PO4)3,Li1.5Fe0.5Ge1.5P3O12,167.0,-4.591760034688151
415,Li1.3Sc0.3Ge1.7(PO4)3,Li1.3Sc0.3Ge1.7P3O12,167.0,-4.252588192113577
416,Li1.3In0.3Ge1.7(PO4)3,Li1.3In0.3Ge1.7P3O12,167.0,-5.035269078946371
417,Li1.5In0.5Ge1.5(PO4)3,Li1.5In0.5Ge1.5P3O12,167.0,-5.235823867609669
419,LiIO3,LiIO3,173.0,-6.721246399047171
429,LiAlSiO4,LiAlSiO4,181.0,-8.698970004336019
430,Li3(NH2)2I,Li3N2H4I,186.0,-5.0
435,Li3P,Li3P,194.0,-3.153044674980176
436,Li5.5K0.25La2.75Nb2O12,Li5.5K0.25La2.75Nb2O12,199.0,-2.496209316942819
437,Li5.5La3Nb1.75In0.25O12,Li5.5La3Nb1.75In0.25O12,199.0,-2.0931264652779293
438,Li6BaLa2Nb2O12,Li6BaLa2Nb2O12,199.0,-5.221848749616356
440,(K0.1Li0.9)(SbO3),K0.1Li0.9SbO3,201.0,-7.866461091629782
442,Li8SiP4,Li8SiP4,205.0,-4.346787486224656
443,Li3AlN2,Li3AlN2,206.0,-7.301029995663981
448,(Li0.61Mg0.39)(Li0.46Mg0.005Ti0.035)Ti1.5O4,Li0.61Mg0.39Li0.46Mg0.005Ti0.035Ti1.5O4,212.0,-9.18309616062434
449,(Li0.55Mg0.45)(Li0.445Mg0.055)Ti1.5O4,Li0.55Mg0.45Li0.445Mg0.055Ti1.5O4,212.0,-10.8153085691824
450,Li5NI2,Li5NI2,216.0,-5.3979400086720375
451,Li2VCl4,Li2VCl4,216.0,-5.158015195409886
452,Li6PS5Cl0.25Br0.75,Li6PS5Cl0.25Br0.75,216.0,-2.7304870557820835
454,Li6PS5Cl0.5Br0.5,Li6PS5Cl0.5Br0.5,216.0,-2.4775557664936803
456,Li6PS5Br0.5I0.5,Li6PS5Br0.5I0.5,216.0,-4.581698708680254
458,Li6PS5Cl0.75Br0.25,Li6PS5Cl0.75Br0.25,216.0,-2.6458915608525992
459,Li6PS5Br0.75I0.25,Li6PS5Br0.75I0.25,216.0,-3.9507819773298185
460,Li6PS5Br0.25I0.75,Li6PS5Br0.25I0.75,216.0,-5.3260580013659125
462,Li6.025P0.975Si0.025S5Br,Li6.025P0.975Si0.025S5Br,216.0,-3.0565054840938974
463,Li6.05P0.95Si0.05S5Br,Li6.05P0.95Si0.05S5Br,216.0,-3.359518563029578
464,Li6.075P0.925Si0.075S5Br,Li6.075P0.925Si0.075S5Br,216.0,-3.0589857562944305
465,Li6.1P0.95Si0.1S5Br,Li6.1P0.95Si0.1S5Br,216.0,-3.097453220686009
466,Li6.125P0.875Si0.125S5Br,Li6.125P0.875Si0.125S5Br,216.0,-3.0447934624580584
467,Li6.175P0.825Si0.175S5Br,Li6.175P0.825Si0.175S5Br,216.0,-3.0310503190186573
468,Li6.2P0.8Si0.2S5Br,Li6.2P0.8Si0.2S5Br,216.0,-2.7721132953863266
469,Li6.225P0.775Si0.225S5Br,Li6.225P0.775Si0.225S5Br,216.0,-2.96657624451305
470,Li6.25P0.75Si0.25S5Br,Li6.25P0.75Si0.25S5Br,216.0,-2.85078088734462
471,Li6.3P0.7Si0.3S5Br,Li6.3P0.7Si0.3S5Br,216.0,-2.7825160557860937
472,Li6.35P0.65Si0.35S5Br,Li6.35P0.65Si0.35S5Br,216.0,-2.630784142589857
473,Li6.5P0.5Si0.5S5Br,Li6.5P0.5Si0.5S5Br,216.0,-2.6595558851598815
474,Li7Ge3PS12,Li7Ge3PS12,216.0,-3.958607314841775
475,Li6B0.9PH3.6S4.9,Li6B0.9PH3.6S4.9,216.0,-2.744727494896694
478,Li6P(S4.9Se0.1)Br,Li6PS4.9Se0.1Br,216.0,-2.494850021680094
479,Li6P(S4.8Se0.2)Br,Li6PS4.8Se0.2Br,216.0,-2.406713932979543
480,Li6P(S4.7Se0.3)Br,Li6PS4.7Se0.3Br,216.0,-2.441291429466834
481,Li6P(S4.6Se0.4)Br,Li6PS4.6Se0.4Br,216.0,-2.438898616350944
482,Li6P(S4.5Se0.5)Br,Li6PS4.5Se0.5Br,216.0,-2.571865205971211
483,Li6P(S4.4Se0.6)Br,Li6PS4.4Se0.6Br,216.0,-2.555955204081924
484,Li6P(S4.3Se0.7)Br,Li6PS4.3Se0.7Br,216.0,-2.5214335044061564
485,Li6P(S4.2Se0.8)Br,Li6PS4.2Se0.8Br,216.0,-2.4584207560534193
486,Li6P(S4.1Se0.9)Br,Li6PS4.1Se0.9Br,216.0,-2.417936637088291
487,Li6P(S4Se)Br,Li6PS4SeBr,216.0,-2.4424927980943423
488,Li6PO5Cl,Li6PO5Cl,216.0,-9.25649023527157
493,Li6P0.92Ge0.08S5I,Li6P0.92Ge0.08S5I,216.0,-5.044793462458058
494,Li6P0.85Ge0.15S5I,Li6P0.85Ge0.15S5I,216.0,-4.399027104313252
495,Li6P0.75Ge0.25S5I,Li6P0.75Ge0.25S5I,216.0,-4.486782399932061
496,Li6P0.74Ge0.26S5I,Li6P0.74Ge0.26S5I,216.0,-3.8210230527068307
497,Li6P0.64Ge0.36S5I,Li6P0.64Ge0.36S5I,216.0,-3.1817741063860447
498,Li6P0.53Ge0.47S5I,Li6P0.53Ge0.47S5I,216.0,-2.8181564120552274
499,Li6P0.48Ge0.52S5I,Li6P0.48Ge0.52S5I,216.0,-2.7375489102695707
500,Li6P0.31Ge0.69S5I,Li6P0.31Ge0.69S5I,216.0,-2.2873502983727887
501,Li6P0.21Ge0.79S5I,Li6P0.21Ge0.79S5I,216.0,-2.2668027348934308
506,Li6.1P0.9Sn0.1S5I,Li6.1P0.9Sn0.1S5I,216.0,-3.7931741239681505
507,Li6.2P0.8Sn0.2S5I,Li6.2P0.8Sn0.2S5I,216.0,-3.6345120151091
508,Li6.25P0.75Sn0.25S5I,Li6.25P0.75Sn0.25S5I,216.0,-3.5346171485515816
509,Li6.3P0.7Sn0.3S5I,Li6.3P0.7Sn0.3S5I,216.0,-3.51427857351842
510,Li6.5P0.5Sn0.5S5I,Li6.5P0.5Sn0.5S5I,216.0,-3.6289321377282637
511,Li6.4P0.6Ge0.4S5I,Li6.4P0.6Ge0.4S5I,216.0,-3.600326278518962
512,Li6.45P0.55Ge0.45S5I,Li6.45P0.55Ge0.45S5I,216.0,-3.4377071355435254
513,Li6.5P0.5Ge0.5S5I,Li6.5P0.5Ge0.5S5I,216.0,-3.266000713461613
514,Li6.55P0.45Ge0.55S5I,Li6.55P0.45Ge0.55S5I,216.0,-3.3861581781239307
515,Li6.6P0.4Ge0.6S5I,Li6.6P0.4Ge0.6S5I,216.0,-3.562249437179612
516,Li6.8P0.2Ge0.8S5I,Li6.8P0.2Ge0.8S5I,216.0,-4.283162276700476
517,LiCe(BH4)3Cl,LiCeB3H12Cl,217.0,-3.987162775294828
518,Li7PN4,Li7PN4,218.0,-6.795880017344075
520,Li4B7O12Cl,Li4B7O12Cl,219.0,-4.619788758288394
521,Fe0.16La2.95Li5.68Zr2O12,Fe0.16La2.95Li5.68Zr2O12,220.0,-3.0291883891274822
522,Fe0.19La2.95Li5.57Zr2O12,Fe0.19La2.95Li5.57Zr2O12,220.0,-2.8601209135987635
524,Li2.99Ba0.005Cl0.5I0.5,Li2.99Ba0.005Cl0.5I0.5,221.0,-2.6020599913279625
525,Li0.31La0.63((Ti0.9Co0.1)O3,Li0.31La0.63Ti0.9Co0.1O3,221.0,-3.5850266520291822
526,(La0.49Li0.461Sr0.049)(TiO3),La0.49Li0.461Sr0.049TiO3,221.0,-3.1493537648169334
527,(La0.46Li0.429Sr0.111)(TiO3),La0.46Li0.429Sr0.111TiO3,221.0,-3.705533773838407
528,(La0.402Li0.368Sr0.230)(TiO3),La0.402Li0.368Sr0.23TiO3,221.0,-4.542118103266008
529,Li2(OH)0.9F0.1Cl,Li2O0.9H0.9F0.1Cl,221.0,-4.413412695328245
530,Li2(OH)Br,Li2OHBr,221.0,-5.920818753952375
531,Li9NS3,Li9NS3,221.0,-6.080921907623926
532,(La0.55Li0.45)(Ti0.9Al0.1)O3,La0.55Li0.45Ti0.9Al0.1O3,221.0,-2.8210230527068307
533,(La0.6Li0.4)(Ti0.8Al0.2)O3,La0.6Li0.4Ti0.8Al0.2O3,221.0,-3.245651664288981
534,(La0.65Li0.35)(Ti0.7Al0.3)O3,La0.65Li0.35Ti0.7Al0.3O3,221.0,-3.7931741239681505
535,(La0.7Li0.3)(Ti0.6Al0.4)O3,La0.7Li0.3Ti0.6Al0.4O3,221.0,-6.982966660701219
536,(Li0.16Sr0.69)(Ga0.25Ta0.75)O3,Li0.16Sr0.69Ga0.25Ta0.75O3,221.0,-5.432973633840939
537,Li0.375Sr0.4375Zr0.25Ta0.75O3,Li0.375Sr0.4375Zr0.25Ta0.75O3,221.0,-3.6989700043360187
538,Li0.25Sr0.625Ta0.5Zr0.5O3,Li0.25Sr0.625Ta0.5Zr0.5O3,221.0,-6.476253533188435
539,Li0.375Sr0.4375Hf0.25Ta0.75O3,Li0.375Sr0.4375Hf0.25Ta0.75O3,221.0,-3.42021640338319
540,Li0.375Sr0.4375Zr0.25Nb0.75O3,Li0.375Sr0.4375Zr0.25Nb0.75O3,221.0,-4.698970004336019
541,Li0.25Sr0.625Zr0.5Nb0.5O3,Li0.25Sr0.625Zr0.5Nb0.5O3,221.0,-6.560667306169737
542,Li2.99Ba0.005ClO,Li2.99Ba0.005ClO,221.0,-1.6020599913279623
543,Li2.99Ba0.005Cl0.5I0.5O,Li2.99Ba0.005Cl0.5I0.5O,221.0,-2.4723700991286615
544,Sm0.5Li0.42TiO2.96,Sm0.5Li0.42TiO2.96,221.0,-9.405607449624574
545,La0.52Li0.35TiO2.96,La0.52Li0.35TiO2.96,221.0,-3.0404816230270018
546,La0.61Li0.15TiO3,La0.61Li0.15TiO3,221.0,-3.6861327796308467
547,La0.58Li0.24TiO3,La0.58Li0.24TiO3,221.0,-3.141462802430361
548,La0.55Li0.33TiO3,La0.55Li0.33TiO3,221.0,-2.8013429130455774
550,La0.52Li0.42TiO3,La0.52Li0.42TiO3,221.0,-3.142064735280571
551,La0.6Sr0.06Li0.06TiO3,La0.6Sr0.06Li0.06TiO3,221.0,-4.94692155651658
552,La0.56Sr0.1Li0.1TiO3,La0.56Sr0.1Li0.1TiO3,221.0,-4.863279432843593
553,La0.51Sr0.15Li0.15TiO3,La0.51Sr0.15Li0.15TiO3,221.0,-4.275724130399211
554,La0.41Sr0.25Li0.25TiO3,La0.41Sr0.25Li0.25TiO3,221.0,-4.11690664142431
555,La0.385Sr0.275Li0.275TiO3,La0.385Sr0.275Li0.275TiO3,221.0,-4.218963061378868
556,La0.36Sr0.3Li0.3TiO3,La0.36Sr0.3Li0.3TiO3,221.0,-4.716698771296451
564,Li3OBr,Li3OBr,221.0,-5.958607314841775
565,Li7.2N1.6Cl2.4,Li7.2N1.6Cl2.4,225.0,-6.075720713938118
566,Li6NI3,Li6NI3,225.0,-5.431798275933005
567,Li0.19La0.67(Ti0.9Co0.1)O3,Li0.19La0.67Ti0.9Co0.1O3,225.0,-3.96657624451305
568,Li6NBr3,Li6NBr3,225.0,-8.0
570,Li(Li0.34Ti1.66)O4,LiLi0.34Ti1.66O4,227.0,-7.219682687859849
571,(Li0.916Mg0.084)(Li0.352Mg0.016Ti1.634)O4,Li0.916Mg0.084Li0.352Mg0.016Ti1.634O4,227.0,-7.761953896871205
572,(Li0.826Mg0.174)(Li0.374Mg0.026Ti1.60)O4,Li0.826Mg0.174Li0.374Mg0.026Ti1.6O4,227.0,-8.372634143407268
573,(Li0.74Mg0.26)(Li0.40Mg0.04Ti1.56)O4,Li0.74Mg0.26Li0.4Mg0.04Ti1.56O4,227.0,-8.821023052706831
574,Li2MnCl4,Li2MnCl4,227.0,-5.319664486585437
575,Li2MgCl4,Li2MgCl4,227.0,-6.204815410317576
576,Li1.9Mn0.9Ga0.1Cl4,Li1.9Mn0.9Ga0.1Cl4,227.0,-6.6252516539898965
577,Li1.65Mn0.65In0.35Cl4,Li1.65Mn0.65In0.35Cl4,227.0,-7.00436480540245
578,LiCdCl4,LiCdCl4,227.0,-6.236572006437063
585,Li6SrLa2Nb2O12,Li6SrLa2Nb2O12,230.0,-5.376750709602099
586,Li6CaLa2Nb2O12,Li6CaLa2Nb2O12,230.0,-5.795880017344075
587,Li5.25Ba0.25La2.75Ta2O12,Li5.25Ba0.25La2.75Ta2O12,230.0,-5.219682687859849
588,Li5.5Ba0.5La2.5Ta2O12,Li5.5Ba0.5La2.5Ta2O12,230.0,-4.869666231504994
589,Li6.25Ba1.25La1.75Ta2O12,Li6.25Ba1.25La1.75Ta2O12,230.0,-4.296708621881338
590,Li6.5Ba1.5La1.5Ta2O12,Li6.5Ba1.5La1.5Ta2O12,230.0,-4.494850021680094
591,Li6.75Ba1.75La1.25Ta2O12,Li6.75Ba1.75La1.25Ta2O12,230.0,-4.903089986991944
592,Li7Ba2LaTa2O12,Li7Ba2LaTa2O12,230.0,-5.522878745280337
595,Li7La3Zr1.89Al0.15O12,Li7La3Zr1.89Al0.15O12,230.0,-3.4685210829577446
596,Li7.06La3Y0.06Zr1.94O12,Li7.06La3Y0.06Zr1.94O12,230.0,-3.0195421077239
597,Li6.25La3Zr2Ga0.25O12,Li6.25La3Zr2Ga0.25O12,230.0,-3.4559319556497243
614,Li6.65La3Zr1.65Ta0.35O12,Li6.65La3Zr1.65Ta0.35O12,230.0,-3.113509274827518
616,Li6.55La3Zr1.55Ta0.45O12,Li6.55La3Zr1.55Ta0.45O12,230.0,-3.161150909262745
619,Li6.7La3Zr1.7Ta0.3O12,Li6.7La3Zr1.7Ta0.3O12,230.0,-3.0177287669604316
621,Li6.05Ga0.25La3Zr2O11.8F0.2,Li6.05Ga0.25La3Zr2O11.8F0.2,230.0,-2.8927900303521317
622,Li5.72Al0.26La3Zr1.5W0.25O12,Li5.72Al0.26La3Zr1.5W0.25O12,230.0,-3.309803919971486
623,Li6.8La3Zr1.9Mo0.1O12,Li6.8La3Zr1.9Mo0.1O12,230.0,-4.096910013008056
624,Li6.6La3Zr1.8Mo0.2O12,Li6.6La3Zr1.8Mo0.2O12,230.0,-3.5072396109731625
625,Li6.4La3Zr1.7Mo0.3O12,Li6.4La3Zr1.7Mo0.3O12,230.0,-3.43297363384094
626,Li6.2La3Zr1.6Mo0.4O12,Li6.2La3Zr1.6Mo0.4O12,230.0,-3.4685210829577446
627,Li6.5La3Zr1.75Mo0.25O12,Li6.5La3Zr1.75Mo0.25O12,230.0,-3.4775557664936803
628,Li6.75La3Zr1.875Te0.125O12,Li6.75La3Zr1.875Te0.125O12,230.0,-3.4814860601221125
629,Li6.5La3Zr1.75Te0.25O12,Li6.5La3Zr1.75Te0.25O12,230.0,-2.9913998282380825
630,Li6.375La3Zr1.375Nb0.625O12,Li6.375La3Zr1.375Nb0.625O12,230.0,-2.8632794328435933
633,Li5La3Bi2O12,Li5La3Bi2O12,230.0,-4.3979400086720375
634,Li6La2SrBi2O12,Li6La2SrBi2O12,230.0,-4.2839966563652006
635,Li5Nd3Sb2O12,Li5Nd3Sb2O12,230.0,-6.886056647693163
636,Li4Nd3TeSbO12,Li4Nd3TeSbO12,230.0,-5.707743928643524
637,Li5La3Sb2O12,Li5La3Sb2O12,230.0,-5.086186147616283
638,Li6SrLa2Sb2O12,Li6SrLa2Sb2O12,230.0,-5.180456064458132
639,Li6(La2Ca)(NbO6)2,Li6La2CaNb2O12,230.0,-5.876148359032914
640,Li6(La2Sr)(NbO6)2,Li6La2SrNb2O12,230.0,-5.432973633840939
